YEAR,WEEK,ID_MATERIAL,ID_VENDOR,ID_PLANT,MAT GROUP,CONTRACT QTY,PRICE,CD_DOWN_INTERVAL,VL_BATCH,VL_MPVS,VL_MIN_ORDER_QTY,BATCH,MPVS,FY,FY_LY,STD BATCH,FY WOW,CONTRACT WEIGHT,SUPER THEME,ABC PRESENT,SAFETY TIME PROFILE,COVERAGE PROFILE SITE,COVERAGE PROFILE NO,VS CURRENT,VS PREV,SEGMENTATION,LIFETIME,LAST WEEK SITE COMMENTS,SIP COMMENTS,SITE COMMENTS,AVG_COVERAGE_ONLY,AVG_COVERAGE_ONLY_Q2,TOTAL_DEMAND_ONLY,TOTAL_DEMAND_ONLY_Q2,AVG_DEMAND_ONLY,AVG_DEMAND_ONLY_Q2,TOTAL_PREBUILD,TOTAL_PREBUILD_Q2,AVG_PREBUILD,AVG_PREBUILD_Q2,AVG_INVENTORY_ONLY,AVG_INVENTORY_ONLY_Q2,AVG_SAFETY,AVG_SAFETY_Q2,AVG_SUPPLY,AVG_SUPPLY_Q2
2022,21,2871,2,1,2,16275,1787.03,10000,7.0,6.0,5000.0,8820.0,69580.0,118160.0,118160.0,78400.0,1.0,0.2075892857142857,30,1,1,5,8,,0.0,9,1.0,2,1,1,,97.85714285714286,,-1833.0,,-261.85714285714283,,0.0,,0.0,,57151.857142857145,,0.0,,41600.0
2021,36,2077,2,1,2,14698,453.04,10000,7.0,6.0,5000.0,10232.0,4466.0,14698.0,14698.0,14698.0,1.0,1.0,30,1,2,1,1,26.601396516094265,0.0,1,1.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2021,30,1396,3,1,3,54000,88.4,40000,7.0,5.0,5000.0,67500.0,27000.0,123900.0,136325.0,94500.0,0.9088575096277278,0.5714285714285714,4,1,1,1,1,121.77178963461392,61.18384111,1,3.0,1,1,1,0.0,,0.0,,,,0.0,,,,,,,,0.0,
2022,10,2338,1,1,2,11142,2838.25,10000,7.0,6.0,5000.0,3114.0,3852.0,38783.0,37493.0,6966.0,1.034406422532206,1.599483204134367,2,1,1,5,6,69.47017436127055,74.35627605,5,1.0,1,1,1,17.0,57.53846153846154,-22019.0,-27951.0,-4403.8,-2150.076923076923,0.0,0.0,0.0,0.0,7793.4,19787.615384615383,0.0,0.0,22464.0,35507.0
2021,37,1170,4,1,3,149200,111.65,120000,7.0,5.0,5000.0,153600.0,124800.0,585600.0,646400.0,278400.0,0.905940594059406,0.5359195402298851,2,1,1,18,25,89.08002237139458,42.06756075,5,0.0,1,1,1,41.6,,-249862.0,,-24986.2,,0.0,,0.0,,61734.9,,0.0,,158426.0,
2022,41,3198,2,1,2,10336,2810.52,10000,7.0,6.0,5000.0,6140.0,16850.0,39510.0,31820.0,22990.0,1.241671904462602,0.4495867768595041,1,1,5,1,1,61.61214472634019,97.22064595,7,3.0,1,1,1,,,,,,,,,,,,,,,,
2022,19,2580,1,1,1,52500,282.48,50000,7.0,5.0,5000.0,44310.0,111720.0,375060.0,355320.0,156030.0,1.0555555555555556,0.3364737550471063,2,2,1,5,5,76.74958744286567,22.07885898,9,0.0,1,4,4,,37.0,,-179346.0,,-19927.33333333333,,0.0,,0.0,,66261.55555555556,,0.0,,143172.0
2020,28,994,4,1,3,39060,284.3656221,25000,7.0,5.0,5000.0,27200.0,4800.0,64000.0,65600.0,32000.0,0.975609756097561,1.220625,6,1,1,10,15,81.91991067,22.6921149,10,0.0,1,1,1,20.0,,-861.0,,-861.0,,0.0,,0.0,,4797.0,,0.0,,1000.0,
2021,8,1536,2,1,1,102600,27.19,100000,7.0,5.0,5000.0,392850.0,63450.0,784503.0,960003.0,456300.0,0.8171880712872772,0.2248520710059171,25,2,1,5,2,92.91605219110848,11.83089952,10,0.0,1,1,1,29.714285714285715,26.23076923076923,-37534.0,-135502.0,-5362.0,-10423.23076923077,0.0,0.0,0.0,0.0,26334.28571428572,34401.0,0.0,0.0,19968.0,133564.0
2023,17,2984,4,1,3,119200,122.83,60000,7.0,5.0,5000.0,128000.0,76800.0,931200.0,494191.0,204800.0,1.884291700982009,0.58203125,13,1,1,6,7,0.092956864,0.811200679,5,2.0,1,1,1,,61.0,,0.0,,,,0.0,,,,,,,,185388.0
2020,27,217,1,1,1,45630,246.52,45000,7.0,5.0,5000.0,43638.0,21710.0,65348.0,71423.0,65348.0,0.9149433655825154,0.6982616147395483,5,1,1,5,12,143.14866959894138,61.25271917,1,3.0,1,1,1,,,,,,,,,,,,,,,,
2020,48,1214,2,1,1,54604,453.84,50000,7.0,5.0,5000.0,37088.0,17531.0,308384.0,330751.0,54619.0,0.9323751099769918,0.9997253702923892,4,1,1,14,9,88.77840440966554,65.98703335,1,0.0,1,1,1,59.0,90.5,-53463.0,-29343.0,-4112.538461538462,-3667.875,0.0,0.0,0.0,0.0,33176.07692307692,47259.5,0.0,0.0,69454.0,34651.0
2023,32,4108,1,1,1,28160,807.06,25000,7.0,5.0,5000.0,25637.0,1615.0,65430.0,,27252.0,,1.033318655511522,13,1,1,5,5,0.832205964,0.862388078,5,1.0,1,1,1,65.4,,0.0,,,,0.0,,,,,,,,5400.0,
2021,9,1347,5,1,3,18900,417.32,15000,7.0,5.0,5000.0,20280.0,7800.0,74851.0,78021.0,28080.0,0.9593699132284896,0.6730769230769231,6,1,1,5,9,189.36494237077417,73.87040048,6,2.0,1,1,1,15.4,57.76923076923077,-6348.0,-18470.0,-1269.6,-1420.7692307692307,0.0,0.0,0.0,0.0,3379.4,11448.53846153846,0.0,0.0,12288.0,25227.0
2020,51,546,2,1,1,53400,101.51,50000,7.0,5.0,5000.0,51600.0,28200.0,204386.0,210509.0,79800.0,0.9709133576236646,0.6691729323308271,3,1,1,13,6,29.50413627742717,99.26699149,5,0.0,1,1,1,43.84615384615385,93.0909090909091,-77750.0,-37950.0,-5980.769230769231,-3450.0,0.0,0.0,0.0,0.0,31200.46153846154,45944.545454545456,0.0,0.0,98804.0,47800.0
2021,16,1736,3,1,3,6300,307.21,5000,7.0,5.0,5000.0,3200.0,0.0,5106.0,10576.0,3200.0,0.4827912254160363,1.96875,6,1,1,1,1,74.40115868840859,1.589561106,1,3.0,1,1,1,,49.90909090909091,,-6399.0,,-581.7272727272727,,0.0,,0.0,,3976.181818181818,,0.0,,8832.0
2020,28,207,4,1,4,79756,151.37,60000,7.0,5.0,5000.0,223600.0,36400.0,551200.0,514800.0,260000.0,1.0707070707070707,0.3067538461538461,7,1,1,6,8,59.85061189146344,55.97878852,5,0.0,1,1,1,150.0,,-8197.0,,-8197.0,,0.0,,0.0,,159740.0,,0.0,,0.0,
2021,34,1311,3,1,3,74200,257.29,60000,7.0,5.0,5000.0,75200.0,17600.0,160000.0,166400.0,92800.0,0.9615384615384616,0.7995689655172413,2,1,1,18,6,65.15166926,63.49297401,5,0.0,1,1,1,28.0,,-17868.0,,-2552.5714285714284,,0.0,,0.0,,9066.42857142857,,0.0,,21828.0,
2021,41,1455,5,1,3,27560,352.76,25000,7.0,5.0,5000.0,14040.0,13000.0,121160.0,155480.0,27040.0,0.7792642140468228,1.0192307692307692,3,1,1,5,5,115.58512921471012,46.17246934,5,3.0,1,1,1,57.46153846153846,38.0,-30072.0,-1997.0,-2313.230769230769,-1997.0,0.0,0.0,0.0,0.0,16688.923076923078,11996.0,0.0,0.0,36360.0,0.0
2023,17,3897,2,1,1,55290,614.11,50000,7.0,5.0,5000.0,34520.0,20654.0,134690.0,116927.0,55174.0,1.1519152975788312,1.0021024395548628,43,6,1,14,6,,,8,0.0,1,1,1,,46.2,,0.0,,,,0.0,,,,,,,,47040.0
2021,21,1235,1,1,1,165360,127.06,100000,7.0,5.0,5000.0,153120.0,11040.0,693600.0,676400.0,164160.0,1.0254287403903015,1.0073099415204678,4,1,1,1,1,119.71248127089002,33.53572824,5,0.0,1,1,1,,55.333333333333336,,-52364.0,,-8727.333333333334,,0.0,,0.0,,85778.33333333333,,0.0,,59136.0
2022,8,2089,3,1,3,21200,577.43,15000,7.0,5.0,5000.0,44400.0,48000.0,306238.0,315232.0,92400.0,0.9714686326261294,0.2294372294372294,27,3,1,5,2,94.88724497496747,12.92731894,5,2.0,1,1,1,57.71428571428572,60.0,-49529.0,-86772.0,-7075.571428571428,-6674.769230769231,0.0,0.0,0.0,0.0,56703.57142857143,67697.07692307692,0.0,0.0,84224.0,73088.0
2021,24,1475,4,1,3,35200,132.43,25000,7.0,5.0,5000.0,32000.0,0.0,156800.0,153600.0,32000.0,1.0208333333333333,1.1,8,1,1,18,5,106.94919765915346,4.254666454,6,0.0,5,1,1,,72.33333333333333,,-6596.0,,-2198.6666666666665,,0.0,,0.0,,39712.66666666666,,0.0,,0.0
2021,50,132,1,1,1,117040,67.97,100000,7.0,5.0,5000.0,118950.0,5850.0,552886.0,568045.0,124800.0,0.9733137339471344,0.9378205128205128,8,1,1,6,7,110.116940106141,157.35682,1,3.0,1,1,1,5.6923076923076925,62.6,-180972.0,-115629.0,-13920.923076923076,-11562.9,0.0,0.0,0.0,0.0,9574.615384615385,90902.5,0.0,0.0,220156.0,169597.0
2022,3,2276,1,1,1,101160,247.24,100000,7.0,5.0,5000.0,195480.0,55440.0,505660.0,505660.0,250920.0,1.0,0.4031563845050215,8,1,1,5,7,67.87618311097778,54.20606743,8,1.0,1,1,1,19.166666666666668,52.61538461538461,-64067.0,-41213.0,-5338.916666666667,-3170.230769230769,0.0,0.0,0.0,0.0,9899.333333333334,26035.46153846154,0.0,0.0,77760.0,35612.0
2021,12,620,3,1,3,9440,747.19,5000,7.0,5.0,5000.0,14400.0,9600.0,128634.0,126446.0,24000.0,1.0173038293026273,0.3933333333333333,4,3,1,15,9,80.23552118436186,8.25451239,5,3.0,1,6,1,65.33333333333333,64.53846153846153,-9443.0,-37991.0,-3147.6666666666665,-2922.3846153846152,0.0,0.0,0.0,0.0,28513.666666666668,24643.23076923077,0.0,0.0,10072.0,35660.0
2021,42,2265,4,1,3,26960,326.09,25000,7.0,5.0,5000.0,30720.0,19200.0,188160.0,188160.0,49920.0,1.0,0.5400641025641025,4,1,1,5,9,,1911.909378,1,0.0,4,1,1,66.84615384615384,107.0,-48778.0,-5128.0,-3752.153846153846,-2564.0,-3072.0,-1194.0,-236.30769230769232,-597.0,26684.0,30402.5,0.0,0.0,50271.0,11540.0
2020,15,137,3,1,3,12720,297.49,5000,7.0,5.0,5000.0,18360.0,22440.0,120142.0,115678.0,40800.0,1.0385898788015009,0.3117647058823529,4,1,1,5,7,157.6761292177898,117.7961208,1,3.0,1,1,4,,38.25,,-30461.0,,-2538.4166666666665,,0.0,,0.0,,12520.583333333334,,0.0,,46502.0
2020,32,721,5,1,3,22000,472.26,15000,7.0,5.0,5000.0,24440.0,0.0,61880.0,68640.0,24440.0,0.9015151515151516,0.900163666121113,4,3,1,5,2,103.15857910945584,75.49258299,5,3.0,1,1,1,20.0,,-5912.0,,-1182.4,,0.0,,0.0,,4185.2,,0.0,,3989.0,
2023,9,3084,4,1,4,25178,446.89,25000,7.0,5.0,5000.0,48000.0,37500.0,235988.0,239462.0,85500.0,0.9854924789736994,0.2944795321637427,4,1,1,5,6,0.381919571,1.194045955,1,3.0,1,1,1,28.0,56.53846153846154,0.0,0.0,,,0.0,0.0,,,,,,,40047.0,69561.0
2020,25,321,4,1,3,29200,170.0,25000,7.0,5.0,5000.0,51200.0,0.0,102327.0,114154.0,51200.0,0.8963943444820155,0.5703125,1,1,1,5,6,90.00188881885347,5.367366114,1,0.0,1,1,1,,62.5,,-1575.0,,-787.5,,0.0,,0.0,,31498.5,,0.0,,3600.0
2020,51,147,3,1,3,5130,299.71,5000,7.0,5.0,5000.0,2800.0,0.0,2800.0,,2800.0,,1.832142857142857,6,1,1,13,7,17.277869408980905,85.35761136,5,0.0,1,1,1,64.6923076923077,96.9090909090909,-10259.0,-6332.0,-789.1538461538462,-575.6363636363636,0.0,0.0,0.0,0.0,5775.153846153846,9681.272727272728,0.0,0.0,13003.0,10121.0
2020,44,1028,2,1,2,25540,1542.64,25000,7.0,6.0,5000.0,4780.0,15380.0,55980.0,59720.0,20160.0,0.9373744139316812,1.2668650793650793,1,1,1,6,6,85.52770744238138,68.36010193,5,0.0,1,1,1,37.30769230769231,33.75,-16959.0,-3165.0,-1304.5384615384614,-791.25,0.0,0.0,0.0,0.0,5916.2307692307695,4628.75,0.0,0.0,9825.0,3010.0
2021,11,1339,2,1,1,32220,337.12,30000,7.0,5.0,5000.0,16560.0,10560.0,166357.0,165473.0,27120.0,1.0053422612752534,1.1880530973451326,1,1,1,16,7,118.81153740336588,2.037996453,5,1.0,1,1,1,37.25,52.07692307692308,-20362.0,-49066.0,-5090.5,-3774.307692307693,0.0,0.0,0.0,0.0,28298.75,28583.384615384617,0.0,0.0,7344.0,64674.0
2022,3,2479,4,1,4,51115,537.45,40000,7.0,5.0,5000.0,36000.0,201000.0,523574.0,523574.0,237000.0,1.0,0.215675105485232,30,3,1,5,7,656.3427645417215,94.70444288,8,1.0,1,4,4,9.75,46.69230769230769,-119107.0,-40212.0,-9925.583333333334,-3093.230769230769,0.0,0.0,0.0,0.0,14551.166666666666,17878.23076923077,0.0,0.0,117120.0,59098.0
2020,32,452,2,1,1,52800,78.44,50000,7.0,5.0,5000.0,41800.0,11400.0,99368.0,100147.0,53200.0,0.9922214344912976,0.9924812030075189,6,1,1,5,2,23.34159409636338,30.48028182,7,0.0,1,1,1,16.2,,-16124.0,,-3224.8,,0.0,,0.0,,7339.4,,0.0,,9636.0,
2021,8,1557,4,1,3,10580,342.0,5000,7.0,5.0,5000.0,10400.0,0.0,92256.0,76170.0,10400.0,1.2111855061047656,1.0173076923076922,2,1,1,5,2,85.39521982851613,5.479169601,1,3.0,4,1,1,27.571428571428573,32.69230769230769,-14720.0,-17649.0,-2102.8571428571427,-1357.6153846153843,0.0,0.0,0.0,0.0,6569.285714285715,7271.153846153846,0.0,0.0,8832.0,23124.0
2020,45,1098,4,1,3,5000,523.99,5000,7.0,5.0,5000.0,8640.0,9600.0,29581.0,28810.0,18240.0,1.0267615411315516,0.2741228070175439,6,1,1,13,9,99.67938876055676,28.93221076,7,0.0,1,1,1,46.46153846153846,80.0,-9770.0,-1865.0,-751.5384615384615,-373.0,0.0,0.0,0.0,0.0,2782.846153846154,3257.8,0.0,0.0,10577.0,1757.0
2020,36,363,4,1,3,22400,129.9,15000,7.0,5.0,5000.0,19200.0,41600.0,66558.0,66558.0,60800.0,1.0,0.3684210526315789,12,2,1,5,2,40.63561108201302,70.13007769,7,3.0,1,1,1,115.77777777777776,,-9301.0,,-1033.4444444444443,,0.0,,0.0,,9589.555555555557,,0.0,,0.0,
2021,16,1753,4,1,4,32816,288.39,25000,7.0,5.0,5000.0,31500.0,55500.0,270000.0,211867.0,87000.0,1.2743844015349253,0.3771954022988505,7,1,1,5,5,161.13958714663022,59.745389,1,1.0,1,3,3,,34.18181818181818,,-82625.0,,-7511.363636363636,,0.0,,0.0,,25008.18181818182,,0.0,,80322.0
2021,21,1397,5,1,3,12800,298.81,5000,7.0,5.0,5000.0,10400.0,11200.0,152800.0,155200.0,21600.0,0.9845360824742267,0.5925925925925926,1,1,1,1,1,85.78002125901357,9.171764114,5,0.0,1,1,1,,79.66666666666667,,-11898.0,,-1983.0,,0.0,,0.0,,34785.666666666664,,0.0,,31872.0
2023,21,3729,4,1,3,29360,198.66,25000,7.0,5.0,5000.0,19200.0,6400.0,241600.0,236800.0,25600.0,1.0202702702702702,1.146875,2,2,1,5,6,0.061719586,0.496103623,7,2.0,1,1,1,,77.14285714285714,,0.0,,,,0.0,,,,,,,,6120.0
2020,19,178,3,1,3,20500,56.47,15000,7.0,5.0,5000.0,10250.0,0.0,123465.0,122580.0,10250.0,1.0072197748409202,2.0,2,1,1,7,5,71.68744525371945,114.0206726,1,3.0,1,1,1,,37.75,,-21290.0,,-2661.25,,0.0,,0.0,,17442.75,,0.0,,24336.0
2021,43,1711,2,1,1,152000,130.85,100000,7.0,5.0,5000.0,160000.0,45680.0,696640.0,686880.0,205680.0,1.0142091777311903,0.7390120575651498,7,1,1,6,9,44.188517148956365,28.9082977,6,1.0,1,1,1,34.46153846153846,110.66666666666669,-98591.0,-25943.0,-7583.923076923077,-8647.666666666666,0.0,-5394.0,0.0,-1798.0,30381.30769230769,129927.0,0.0,0.0,291036.0,81993.0
2022,5,1304,3,1,3,53590,193.81,40000,7.0,5.0,5000.0,70400.0,27200.0,264396.0,269015.0,97600.0,0.9828299537200528,0.549077868852459,2,1,1,5,2,60.23879034284517,70.42070407,1,3.0,1,1,1,5.9,73.76923076923077,-59688.0,-38419.0,-5968.8,-2955.3076923076924,0.0,0.0,0.0,0.0,1241.0,39899.307692307695,0.0,0.0,69984.0,51264.0
2023,10,3381,2,1,1,33336,865.32,30000,7.0,5.0,5000.0,27324.0,17316.0,145404.0,150264.0,44640.0,0.9676569238140872,0.7467741935483871,30,1,1,6,6,0.41825229,1.375026072,5,2.0,1,1,1,50.0,64.46153846153847,0.0,0.0,,,0.0,0.0,,,,,,,16266.0,46077.0
2021,34,1665,2,1,1,32240,126.34,30000,7.0,5.0,5000.0,6580.0,13020.0,78960.0,105280.0,19600.0,0.75,1.6448979591836734,31,1,1,18,5,64.35963489225833,64.50921579,6,0.0,1,1,1,24.0,,-22137.0,,-3162.428571428572,,0.0,,0.0,,8816.57142857143,,0.0,,21630.0,
2023,36,4245,1,1,1,275000,74.06,250000,7.0,5.0,5000.0,183012.0,0.0,769768.0,733767.0,183012.0,1.049063258500314,1.5026337070793172,8,6,1,10,41,,,1,0.0,1,1,1,38.66666666666666,,0.0,,,,0.0,,,,,,0.0,,139800.0,
2022,48,3245,3,1,3,72000,60.46,60000,7.0,5.0,5000.0,104000.0,0.0,276840.0,261294.0,104000.0,1.0594961996831156,0.6923076923076923,5,1,5,20,27,45.50165245559356,32.52839612,9,0.0,1,1,1,,,,,,,,,,,,,,,,
2022,15,2931,2,1,1,132300,52.47,100000,7.0,5.0,5000.0,93502.0,39996.0,249211.0,222679.0,133498.0,1.119149089047463,0.9910260827877572,27,1,1,5,6,,0.0,8,0.0,1,1,1,,31.384615384615383,0.0,-6152.0,,-683.5555555555555,0.0,0.0,,0.0,,58728.77777777778,,0.0,0.0,96124.0
2021,41,1598,5,1,3,86400,132.57,60000,7.0,5.0,5000.0,6400.0,0.0,64841.0,63916.0,6400.0,1.01447211965705,13.5,5,1,1,5,2,114.0912386019004,61.86862664,7,0.0,1,1,1,8.153846153846153,13.0,-19339.0,-1051.0,-1487.6153846153843,-1051.0,0.0,0.0,0.0,0.0,-2697.153846153846,2838.0,0.0,0.0,28038.0,1191.0
2021,38,2133,1,1,1,14300,182.54,10000,7.0,5.0,5000.0,0.0,6982.0,6982.0,6982.0,6982.0,1.0,2.048123746777428,2,1,1,18,6,99.84142560436202,71.36651798,5,0.0,1,1,1,33.63636363636363,,-37792.0,,-3435.6363636363635,,0.0,,0.0,,14662.181818181818,,0.0,,28095.0,
2021,40,2027,4,1,4,27515,554.32,25000,7.0,5.0,5000.0,21750.0,21750.0,141750.0,142500.0,43500.0,0.9947368421052633,0.6325287356321839,4,1,1,19,32,99.7196522395994,46.30533304,8,0.0,1,1,1,32.38461538461539,6332739.0,-36261.0,6332739.0,-2789.3076923076924,6332739.0,0.0,6332739.0,0.0,6332739.0,13368.153846153846,6332739.0,0.0,6332739.0,28822.0,6332739.0
2021,24,1833,3,1,3,5250,687.86,5000,7.0,5.0,5000.0,8160.0,0.0,47891.0,49440.0,8160.0,0.9686690938511326,0.6433823529411765,4,3,1,5,2,49.36390408721751,8.68145497,5,3.0,1,1,1,,108.0,,-2109.0,,-703.0,,0.0,,0.0,,14971.0,,0.0,,3456.0
2022,34,2839,6,1,3,18800,457.82,15000,7.0,5.0,5000.0,12000.0,1500.0,45000.0,45000.0,13500.0,1.0,1.3925925925925926,6,1,1,5,5,72.71396651687121,53.60504557,6,0.0,1,1,1,,,,,,,,,,,,,,,,
2022,15,1691,3,1,3,9600,287.65,5000,7.0,5.0,5000.0,4800.0,4800.0,14720.0,14720.0,9600.0,1.0,1.0,2,1,1,1,1,94.01860118075751,31.87461869,1,3.0,1,1,1,,51.15384615384615,0.0,-8378.0,,-698.1666666666666,0.0,0.0,,0.0,,3480.333333333333,,0.0,0.0,16416.0
2021,36,2073,2,1,2,10460,2252.32,10000,7.0,6.0,5000.0,7353.0,3100.0,10453.0,10453.0,10453.0,1.0,1.0006696642112312,30,1,1,18,25,105.4748336363861,64.70511072,5,1.0,1,1,1,39.55555555555556,,-8520.0,,-946.6666666666666,,0.0,,0.0,,5035.111111111111,,0.0,,7945.0,
2022,31,2771,5,1,3,125900,88.46,120000,7.0,5.0,5000.0,132000.0,84000.0,720000.0,744000.0,216000.0,0.967741935483871,0.5828703703703704,1,1,1,5,5,95.94500460049515,45.03591197,5,0.0,1,1,1,,,,,,,,,,,,,,,,
2022,39,3237,1,1,1,278460,68.74,250000,7.0,5.0,5000.0,84420.0,136710.0,811440.0,820260.0,221130.0,0.989247311827957,1.2592592592592593,8,1,1,5,5,112.29218177369178,41.45433662,5,3.0,1,1,1,,,,,,,,,,,,,,,,
2022,2,2489,5,1,3,6400,354.11,5000,7.0,5.0,5000.0,1600.0,3200.0,10810.0,,4800.0,,1.3333333333333333,26,1,1,1,1,11.628223182909416,113.4503051347104,10,1.0,1,1,1,61.91666666666666,11.076923076923077,-2076.0,-2724.0,-173.0,-209.53846153846155,0.0,0.0,0.0,0.0,2147.9166666666665,424.61538461538464,0.0,0.0,2208.0,1020.0
2022,39,3278,2,1,1,26600,275.25,25000,7.0,5.0,5000.0,12000.0,22600.0,70700.0,91000.0,34600.0,0.7769230769230769,0.7687861271676301,40,1,1,5,2,78.18756663257379,37.00576098,9,1.0,1,3,3,,,,,,,,,,,,,,,,
2020,15,345,4,1,3,5940,644.57,5000,7.0,5.0,5000.0,3780.0,12420.0,24731.0,13507.0,16200.0,1.830976530687792,0.3666666666666666,6,1,1,5,4,182.08885734348985,23.60205231,1,3.0,1,1,1,,9.083333333333334,,-12972.0,,-1179.2727272727273,,0.0,,0.0,,-4172.181818181818,,0.0,,14636.0
2022,33,3117,4,1,4,38976,450.55,25000,7.0,5.0,5000.0,66000.0,57000.0,301500.0,306000.0,123000.0,0.9852941176470588,0.3168780487804878,4,1,1,5,5,69.60526235877215,70.53525914,5,0.0,1,1,1,,,,,,,,,,,,,,,,
2020,45,71,2,1,1,15300,270.29,10000,7.0,5.0,5000.0,12300.0,12800.0,31350.0,25746.0,25100.0,1.2176648799813563,0.6095617529880478,12,1,1,6,2,128.54882880155884,124.4447494,6,3.0,1,2,4,17.23076923076923,19.8,-16196.0,-2290.0,-1349.6666666666667,-458.0,0.0,0.0,0.0,0.0,3020.0,1502.2,0.0,0.0,7025.0,2585.0
2022,9,2550,6,1,3,5100,366.28,5000,7.0,5.0,5000.0,0.0,13905.0,13905.0,13450.0,13905.0,1.0338289962825278,0.3667745415318231,2,1,1,8,6,90.35665912776464,38.57109162,8,1.0,1,1,1,11.833333333333334,38.38461538461539,-33465.0,-28447.0,-5577.5,-2188.230769230769,0.0,0.0,0.0,0.0,4942.333333333333,12543.307692307691,0.0,0.0,29088.0,31777.0
2020,25,675,4,1,3,40200,80.34,40000,7.0,5.0,5000.0,55134.0,115200.0,170334.0,111354.0,170334.0,1.529662158521472,0.2360069040825672,16,1,2,1,1,206.62989234641665,0.0,1,0.0,1,1,1,,3.0,,-26400.0,,-13200.0,,0.0,,0.0,,3357.0,,0.0,,8640.0
2023,19,2793,2,1,1,6800,545.26,5000,7.0,5.0,5000.0,12480.0,6080.0,23520.0,21680.0,18560.0,1.084870848708487,0.3663793103448275,16,2,1,13,2,0.700841622,1.36775947,1,3.0,1,1,2,,16.0,,0.0,,,,0.0,,,,,,,,12288.0
2020,30,1022,5,1,3,12480,323.66,5000,7.0,5.0,5000.0,12301.0,0.0,30660.0,31809.0,12301.0,0.9638781476940488,1.014551662466466,27,1,1,10,16,111.16428294080347,26.1754137,10,0.0,1,1,1,34.0,,-3058.0,,-1019.3333333333334,,0.0,,0.0,,4969.0,,0.0,,2159.0,
2022,7,2143,4,1,3,75140,222.48,60000,7.0,5.0,5000.0,64000.0,25600.0,344862.0,338630.0,89600.0,1.0184035673153589,0.8386160714285714,2,1,1,6,7,87.45086966448329,18.39428772,5,1.0,7,1,1,2.5,64.46153846153847,-44299.0,-41567.0,-5537.375,-3197.4615384615386,0.0,0.0,0.0,0.0,142.5,37376.230769230766,0.0,0.0,43560.0,98551.0
2021,10,1510,4,1,3,15320,129.9,15000,7.0,5.0,5000.0,9404.0,19200.0,28604.0,30831.0,28604.0,0.927767506730239,0.5355894280520207,8,1,1,15,5,237.16658903956937,97.70851435,1,3.0,1,1,1,10.0,56.92307692307692,-12217.0,-24186.0,-2443.4,-1860.4615384615383,0.0,0.0,0.0,0.0,3631.2,7118.769230769231,0.0,0.0,13248.0,20492.0
2021,10,1425,4,1,3,5130,703.9,5000,7.0,5.0,5000.0,1300.0,7540.0,13662.0,13881.0,8840.0,0.9842230386859736,0.580316742081448,30,1,1,5,2,98.32150398327396,43.43089501,5,2.0,1,1,1,40.4,99.46153846153848,-3461.0,-6817.0,-692.2,-524.3846153846154,0.0,0.0,0.0,0.0,4531.8,3828.076923076923,0.0,0.0,5280.0,3456.0
2021,23,1520,5,1,3,11200,247.62,5000,7.0,5.0,5000.0,12800.0,6400.0,30198.0,34998.0,19200.0,0.8628493056746099,0.5833333333333334,13,1,1,1,1,85.02413007975834,103.3232772,1,3.0,1,1,1,,10.25,,-3397.0,,-849.25,,0.0,,0.0,,1155.75,,0.0,,6240.0
2020,2,62,3,1,3,42900,146.43,40000,7.0,5.0,5000.0,26400.0,52800.0,99597.0,99597.0,79200.0,1.0,0.5416666666666666,11,1,1,1,1,58.42187619562365,42.96033420677328,1,3.0,5,5,5,23.416666666666668,25.384615384615383,-69313.0,-35572.0,-5776.083333333333,-2736.3076923076924,0.0,0.0,0.0,0.0,15920.0,8997.23076923077,-833.3333333333334,769.1538461538462,86183.0,20595.0
2022,22,2511,2,1,1,51072,427.19,50000,7.0,5.0,5000.0,45792.0,13986.0,230094.0,166644.0,59778.0,1.380751782242385,0.8543611362039546,6,1,1,5,6,95.32285603424928,16.99902925,5,0.0,1,1,1,,50.5,,-15287.0,,-2547.833333333333,,0.0,,0.0,,28748.83333333333,,0.0,,6192.0
2021,34,1397,3,1,3,34500,291.82,25000,7.0,5.0,5000.0,44000.0,0.0,128800.0,127200.0,44000.0,1.0125786163522013,0.7840909090909091,1,1,1,18,25,99.14322178360794,56.60003495,5,0.0,1,1,1,42.0,,-25441.0,,-3634.428571428572,,0.0,,0.0,,16829.14285714286,,0.0,,19529.0,
2021,11,1313,3,1,3,10500,248.64,5000,7.0,5.0,5000.0,12800.0,56000.0,245647.0,241225.0,68800.0,1.018331433309151,0.1526162790697674,2,1,1,15,7,96.41929518377088,22.43091657,1,3.0,1,1,1,35.75,69.53846153846153,-15761.0,-45122.0,-3940.25,-3470.923076923077,0.0,0.0,0.0,0.0,20697.25,41319.53846153846,0.0,0.0,11400.0,64462.0
2020,14,212,2,2,1,111010,66.31,100000,7.0,5.0,5000.0,135693.0,27045.0,162738.0,,162738.0,,0.6821393896938638,8,1,1,5,7,100.18032070228536,20.57260037,5,3.0,1,1,1,23.0,62.23076923076923,-10538.0,-107497.0,-10538.0,-8269.0,0.0,0.0,0.0,0.0,34036.0,75670.38461538461,0.0,0.0,0.0,165528.0
